symbol,date,ensemble_score_mean,ensemble_score_std,ensemble_score_count,confidence_mean,relevance_score_mean,sentiment_lag1,sentiment_lag2
KALYANKJIL.NS,2025-07-25,0.0133,0.2619,2,0.1852,1.0,-0.089,0.4494
KALYANKJIL.NS,2025-08-01,0.4071,,1,0.4071,1.0,0.0133,-0.089
KALYANKJIL.NS,2025-08-03,0.453,,1,0.453,1.0,0.4071,0.0133
KALYANKJIL.NS,2025-08-06,-0.2531,,1,0.2531,1.0,0.453,0.4071
KALYANKJIL.NS,2025-08-07,0.1358,0.355,3,0.3012,1.0,-0.2531,0.453
KALYANKJIL.NS,2025-08-08,0.2262,0.3155,5,0.3236,1.0,0.1358,-0.2531
KALYANKJIL.NS,2025-08-09,0.44,0.0122,2,0.44,1.0,0.2262,0.1358
KALYANKJIL.NS,2025-08-11,0.3227,,1,0.3227,0.4,0.44,0.2262
KALYANKJIL.NS,2025-08-12,0.1366,,1,0.1366,1.0,0.3227,0.44
KALYANKJIL.NS,2025-08-14,0.0301,0.3789,3,0.2701,1.0,0.1366,0.3227
KOTAKBANK.NS,2025-03-24,0.2758,0.4797,3,0.3748,1.0,,
KOTAKBANK.NS,2025-03-30,0.0963,,1,0.0963,1.0,0.2758,
KOTAKBANK.NS,2025-04-03,0.2076,,1,0.2076,1.0,0.0963,0.2758
KOTAKBANK.NS,2025-04-07,-0.2609,,1,0.2609,1.0,0.2076,0.0963
KOTAKBANK.NS,2025-04-08,0.4429,0.014,2,0.4429,1.0,-0.2609,0.2076
KOTAKBANK.NS,2025-04-11,0.1628,,1,0.1628,1.0,0.4429,-0.2609
KOTAKBANK.NS,2025-04-16,-0.1504,,1,0.1504,1.0,0.1628,0.4429
KOTAKBANK.NS,2025-04-23,0.3061,,1,0.3061,1.0,-0.1504,0.1628
KOTAKBANK.NS,2025-04-27,0.6373,,1,0.6373,1.0,0.3061,-0.1504
KOTAKBANK.NS,2025-05-05,0.0467,0.2422,8,0.1819,1.0,0.6373,0.3061
KOTAKBANK.NS,2025-05-06,0.3441,,1,0.3441,1.0,0.0467,0.6373
KOTAKBANK.NS,2025-05-07,0.4554,,1,0.4554,1.0,0.3441,0.0467
KOTAKBANK.NS,2025-05-14,0.0741,0.3779,2,0.2672,1.0,0.4554,0.3441
KOTAKBANK.NS,2025-05-15,0.1328,,1,0.1328,1.0,0.0741,0.4554
KOTAKBANK.NS,2025-06-09,-0.1379,,1,0.1379,1.0,0.1328,0.0741
KOTAKBANK.NS,2025-06-13,-0.0081,0.0594,2,0.042,1.0,-0.1379,0.1328
KOTAKBANK.NS,2025-06-17,0.4527,,1,0.4527,1.0,-0.0081,-0.1379
KOTAKBANK.NS,2025-06-19,0.3997,,1,0.3997,1.0,0.4527,-0.0081
KOTAKBANK.NS,2025-06-23,0.4537,,1,0.4537,1.0,0.3997,0.4527
KOTAKBANK.NS,2025-06-26,-0.1681,,1,0.1681,1.0,0.4537,0.3997
KOTAKBANK.NS,2025-07-01,-0.2195,,1,0.2195,1.0,-0.1681,0.4537
KOTAKBANK.NS,2025-07-03,0.092,0.0991,2,0.092,1.0,-0.2195,-0.1681
KOTAKBANK.NS,2025-07-08,0.2679,0.3401,3,0.351,0.8,0.092,-0.2195
KOTAKBANK.NS,2025-07-09,0.2461,0.5257,2,0.3717,0.7,0.2679,0.092
KOTAKBANK.NS,2025-07-10,0.5232,,1,0.5232,0.7,0.2461,0.2679
KOTAKBANK.NS,2025-07-11,0.3648,,1,0.3648,0.7,0.5232,0.2461
KOTAKBANK.NS,2025-07-12,0.4157,0.0589,3,0.4157,0.7,0.3648,0.5232
KOTAKBANK.NS,2025-07-14,0.2719,0.4722,3,0.4392,0.6,0.4157,0.3648
KOTAKBANK.NS,2025-07-15,-0.1966,0.1396,2,0.1966,0.7,0.2719,0.4157
KOTAKBANK.NS,2025-07-16,0.3239,0.1788,2,0.3239,0.85,-0.1966,0.2719
KOTAKBANK.NS,2025-07-18,0.298,0.0763,5,0.298,0.7,0.3239,-0.1966
KOTAKBANK.NS,2025-07-19,0.4427,,1,0.4427,0.7,0.298,0.3239
KOTAKBANK.NS,2025-07-21,0.4269,,1,0.4269,0.7,0.4427,0.298
KOTAKBANK.NS,2025-07-23,0.023,0.6609,2,0.4673,0.7,0.4269,0.4427
KOTAKBANK.NS,2025-07-24,0.1734,0.2546,9,0.2505,0.7333,0.023,0.4269
KOTAKBANK.NS,2025-07-25,0.3172,0.3579,4,0.3794,0.7,0.1734,0.023
KOTAKBANK.NS,2025-07-26,0.0683,0.2953,8,0.2613,0.7375,0.3172,0.1734
KOTAKBANK.NS,2025-07-27,0.2533,,1,0.2533,0.4,0.0683,0.3172
KOTAKBANK.NS,2025-07-28,0.1793,0.2399,19,0.2513,0.7632,0.2533,0.0683
KOTAKBANK.NS,2025-07-29,0.376,0.2478,5,0.376,0.82,0.1793,0.2533
KOTAKBANK.NS,2025-07-30,0.4071,,1,0.4071,1.0,0.376,0.1793
KOTAKBANK.NS,2025-07-31,-0.3566,,1,0.3566,1.0,0.4071,0.376
KOTAKBANK.NS,2025-08-01,0.0838,,1,0.0838,0.7,-0.3566,0.4071
KOTAKBANK.NS,2025-08-02,0.4572,,1,0.4572,1.0,0.0838,-0.3566
KOTAKBANK.NS,2025-08-04,0.4569,,1,0.4569,0.7,0.4572,0.0838
KOTAKBANK.NS,2025-08-05,0.3611,,1,0.3611,0.7,0.4569,0.4572
KOTAKBANK.NS,2025-08-06,0.1762,0.0593,2,0.1762,0.7,0.3611,0.4569
KOTAKBANK.NS,2025-08-07,0.5623,0.2101,3,0.5623,0.6,0.1762,0.3611
KOTAKBANK.NS,2025-08-08,0.2241,0.3173,2,0.2243,0.85,0.5623,0.1762
KOTAKBANK.NS,2025-08-10,-0.4662,,1,0.4662,0.7,0.2241,0.5623
KOTAKBANK.NS,2025-08-11,0.0533,0.3469,4,0.2816,0.7,-0.4662,0.2241
KOTAKBANK.NS,2025-08-12,0.4647,,1,0.4647,0.4,0.0533,-0.4662
KOTAKBANK.NS,2025-08-13,0.025,0.3746,5,0.3035,0.7,0.4647,0.0533
KOTAKBANK.NS,2025-08-14,0.3582,0.2299,10,0.3701,0.61,0.025,0.4647
KOTAKBANK.NS,2025-08-15,0.3604,0.1812,8,0.3604,0.7,0.3582,0.025
KOTAKBANK.NS,2025-08-16,0.2899,0.3018,5,0.3655,0.7,0.3604,0.3582
M&M.NS,2025-05-16,0.1873,,1,0.1873,1.0,,
M&M.NS,2025-05-20,0.0483,,1,0.0483,1.0,0.1873,
M&M.NS,2025-05-22,-0.0466,,1,0.0466,1.0,0.0483,0.1873
M&M.NS,2025-05-26,-0.054,0.1697,2,0.12,1.0,-0.0466,0.0483
M&M.NS,2025-05-28,0.5945,,1,0.5945,1.0,-0.054,-0.0466
M&M.NS,2025-06-02,0.1452,0.4218,2,0.2983,1.0,0.5945,-0.054
M&M.NS,2025-06-06,-0.5631,,1,0.5631,1.0,0.1452,0.5945
M&M.NS,2025-06-09,0.4723,0.0172,2,0.4723,1.0,-0.5631,0.1452
M&M.NS,2025-06-12,0.4478,,1,0.4478,1.0,0.4723,-0.5631
M&M.NS,2025-06-18,0.0765,0.5278,2,0.3732,1.0,0.4478,0.4723
M&M.NS,2025-06-20,0.1371,0.4417,2,0.3123,1.0,0.0765,0.4478
M&M.NS,2025-06-22,0.2592,,1,0.2592,1.0,0.1371,0.0765
M&M.NS,2025-06-23,0.3468,0.1486,3,0.3468,1.0,0.2592,0.1371
M&M.NS,2025-06-24,0.0764,,1,0.0764,1.0,0.3468,0.2592
M&M.NS,2025-06-25,0.7304,,1,0.7304,1.0,0.0764,0.3468
M&M.NS,2025-06-26,0.597,,1,0.597,1.0,0.7304,0.0764
M&M.NS,2025-06-30,0.4538,,1,0.4538,1.0,0.597,0.7304
M&M.NS,2025-07-01,0.0373,,1,0.0373,1.0,0.4538,0.597
M&M.NS,2025-07-03,-0.2194,,1,0.2194,1.0,0.0373,0.4538
M&M.NS,2025-07-08,0.4527,,1,0.4527,1.0,-0.2194,0.0373
M&M.NS,2025-07-09,0.6991,,1,0.6991,1.0,0.4527,-0.2194
M&M.NS,2025-07-11,0.079,0.1249,2,0.0883,1.0,0.6991,0.4527
M&M.NS,2025-07-15,0.0828,,1,0.0828,1.0,0.079,0.6991
M&M.NS,2025-07-16,0.1076,0.4906,2,0.3469,1.0,0.0828,0.079
M&M.NS,2025-07-18,0.4511,,1,0.4511,1.0,0.1076,0.0828
M&M.NS,2025-07-20,0.1232,,1,0.1232,1.0,0.4511,0.1076
M&M.NS,2025-07-21,0.449,,1,0.449,1.0,0.1232,0.4511
M&M.NS,2025-07-22,0.112,0.484,2,0.3422,1.0,0.449,0.1232
M&M.NS,2025-07-23,0.2698,,1,0.2698,1.0,0.112,0.449
M&M.NS,2025-07-24,0.4499,,1,0.4499,1.0,0.2698,0.112
M&M.NS,2025-07-25,0.4329,,1,0.4329,1.0,0.4499,0.2698
M&M.NS,2025-07-30,0.0822,0.4627,2,0.3272,1.0,0.4329,0.4499
M&M.NS,2025-07-31,-0.2284,0.4045,3,0.3875,1.0,0.0822,0.4329
M&M.NS,2025-08-01,-0.1386,0.2759,7,0.2516,0.7786,-0.2284,0.0822
M&M.NS,2025-08-02,0.3638,0.208,6,0.3776,0.7917,-0.1386,-0.2284
M&M.NS,2025-08-03,0.1088,0.1738,3,0.1636,0.7833,0.3638,-0.1386
M&M.NS,2025-08-04,0.2221,0.1043,2,0.2221,0.7,0.1088,0.3638
M&M.NS,2025-08-05,0.5965,,1,0.5965,0.7,0.2221,0.1088
M&M.NS,2025-08-06,0.3656,0.3224,6,0.4183,0.6917,0.5965,0.2221
M&M.NS,2025-08-07,0.1341,0.3073,7,0.282,0.6571,0.3656,0.5965
M&M.NS,2025-08-08,0.2533,0.3435,9,0.3593,0.7,0.1341,0.3656
M&M.NS,2025-08-10,0.4314,,1,0.4314,1.0,0.2533,0.1341
M&M.NS,2025-08-11,0.3625,0.2882,3,0.3625,0.7,0.4314,0.2533
M&M.NS,2025-08-12,0.2246,0.4411,6,0.3874,0.7417,0.3625,0.4314
M&M.NS,2025-08-13,0.2964,0.3087,9,0.3731,0.6278,0.2246,0.3625
M&M.NS,2025-08-14,0.387,0.2783,19,0.4465,0.6842,0.2964,0.2246
M&M.NS,2025-08-15,0.1961,0.2608,23,0.2839,0.7196,0.387,0.2964
M&M.NS,2025-08-16,0.3695,0.2084,9,0.394,0.7611,0.1961,0.387
MARUTI.NS,2025-03-25,0.4539,,1,0.4539,1.0,,
MARUTI.NS,2025-03-26,0.4366,0.234,2,0.4366,1.0,0.4539,
MARUTI.NS,2025-04-01,-0.0444,,1,0.0444,1.0,0.4366,0.4539
MARUTI.NS,2025-04-02,0.4474,,1,0.4474,1.0,-0.0444,0.4366
MARUTI.NS,2025-04-03,0.4467,,1,0.4467,1.0,0.4474,-0.0444
MARUTI.NS,2025-04-04,0.2425,,1,0.2425,1.0,0.4467,0.4474
MARUTI.NS,2025-04-25,-0.062,0.4704,4,0.4013,1.0,0.2425,0.4467
MARUTI.NS,2025-04-28,0.1596,0.2411,5,0.2548,1.0,-0.062,0.2425
MARUTI.NS,2025-05-02,0.165,0.4495,4,0.38,1.0,0.1596,-0.062
MARUTI.NS,2025-05-07,0.4554,,1,0.4554,1.0,0.165,0.1596
MARUTI.NS,2025-05-15,-0.1687,,1,0.1687,1.0,0.4554,0.165
MARUTI.NS,2025-05-20,0.0483,,1,0.0483,1.0,-0.1687,0.4554
MARUTI.NS,2025-05-26,-0.174,,1,0.174,1.0,0.0483,-0.1687
MARUTI.NS,2025-06-03,0.2045,0.275,3,0.2487,1.0,-0.174,0.0483
MARUTI.NS,2025-06-04,-0.2336,,1,0.2336,1.0,0.2045,-0.174
MARUTI.NS,2025-06-06,-0.4093,0.2175,2,0.4093,1.0,-0.2336,0.2045
MARUTI.NS,2025-06-12,0.4478,,1,0.4478,1.0,-0.4093,-0.2336
MARUTI.NS,2025-06-20,-0.1753,,1,0.1753,1.0,0.4478,-0.4093
MARUTI.NS,2025-06-23,0.0306,0.2071,2,0.1465,1.0,-0.1753,0.4478
MARUTI.NS,2025-06-30,-0.1721,,1,0.1721,1.0,0.0306,-0.1753
MARUTI.NS,2025-07-01,0.0373,,1,0.0373,1.0,-0.1721,0.0306
MARUTI.NS,2025-07-02,0.722,,1,0.722,1.0,0.0373,-0.1721
MARUTI.NS,2025-07-03,-0.2194,,1,0.2194,1.0,0.722,0.0373
MARUTI.NS,2025-07-04,0.1726,,1,0.1726,1.0,-0.2194,0.722
MARUTI.NS,2025-07-07,-0.0399,,1,0.0399,1.0,0.1726,-0.2194
MARUTI.NS,2025-07-16,0.4545,,1,0.4545,1.0,-0.0399,0.1726
MARUTI.NS,2025-07-17,0.445,,1,0.445,1.0,0.4545,-0.0399
MARUTI.NS,2025-07-29,0.453,,1,0.453,1.0,0.445,0.4545
MARUTI.NS,2025-07-31,-0.2452,,1,0.2452,1.0,0.453,0.445
MARUTI.NS,2025-08-01,-0.0346,0.3521,9,0.2864,0.85,-0.2452,0.453
MARUTI.NS,2025-08-02,0.054,0.3589,2,0.2538,0.675,-0.0346,-0.2452
MARUTI.NS,2025-08-03,0.2907,0.1454,3,0.2907,0.7833,0.054,-0.0346
MARUTI.NS,2025-08-04,0.2693,0.3069,3,0.2693,0.7,0.2907,0.054
MARUTI.NS,2025-08-05,0.3251,0.2817,7,0.3869,0.7429,0.2693,0.2907
MARUTI.NS,2025-08-06,0.2015,0.355,10,0.3354,0.775,0.3251,0.2693
MARUTI.NS,2025-08-07,0.4175,0.0148,2,0.4175,0.7,0.2015,0.3251
MARUTI.NS,2025-08-08,0.5085,0.0906,3,0.5085,0.8667,0.4175,0.2015
MARUTI.NS,2025-08-09,0.4354,0.0057,2,0.4354,0.85,0.5085,0.4175
MARUTI.NS,2025-08-10,0.2639,0.4038,2,0.2855,0.95,0.4354,0.5085
MARUTI.NS,2025-08-11,0.2513,0.3071,4,0.2602,0.95,0.2639,0.4354
MARUTI.NS,2025-08-12,0.2983,0.2426,9,0.3213,0.7333,0.2513,0.2639
MARUTI.NS,2025-08-13,0.2138,0.4006,13,0.395,0.6846,0.2983,0.2513
MARUTI.NS,2025-08-14,0.2679,0.2916,22,0.3438,0.7068,0.2138,0.2983
MARUTI.NS,2025-08-15,0.3816,0.2255,13,0.3919,0.7154,0.2679,0.2138
MARUTI.NS,2025-08-16,0.4285,0.1366,8,0.4285,0.625,0.3816,0.2679
NESTLEIND.NS,2025-02-04,0.3027,,1,0.3027,1.0,,
NESTLEIND.NS,2025-02-05,0.0403,0.1568,3,0.1284,1.0,0.3027,
NESTLEIND.NS,2025-02-25,0.1581,0.4717,2,0.3335,1.0,0.0403,0.3027
NESTLEIND.NS,2025-02-27,0.4512,,1,0.4512,1.0,0.1581,0.0403
NESTLEIND.NS,2025-03-07,0.1693,,1,0.1693,1.0,0.4512,0.1581
NESTLEIND.NS,2025-03-11,0.6165,,1,0.6165,1.0,0.1693,0.4512
NESTLEIND.NS,2025-03-24,0.2097,,1,0.2097,1.0,0.6165,0.1693
NESTLEIND.NS,2025-04-02,0.1642,,1,0.1642,1.0,0.2097,0.6165
NESTLEIND.NS,2025-04-03,0.377,,1,0.377,0.7,0.1642,0.2097
NESTLEIND.NS,2025-04-04,0.5124,,1,0.5124,1.0,0.377,0.1642
NESTLEIND.NS,2025-04-09,0.5077,0.0767,2,0.5077,1.0,0.5124,0.377
NESTLEIND.NS,2025-04-18,0.5964,,1,0.5964,1.0,0.5077,0.5124
NESTLEIND.NS,2025-04-22,0.0479,0.0173,2,0.0479,0.85,0.5964,0.5077
NESTLEIND.NS,2025-04-24,-0.1268,0.2428,5,0.2049,0.94,0.0479,0.5964
NESTLEIND.NS,2025-04-25,0.1803,0.3975,3,0.3073,1.0,-0.1268,0.0479
NESTLEIND.NS,2025-05-08,-0.2791,,1,0.2791,1.0,0.1803,-0.1268
NESTLEIND.NS,2025-05-09,0.4529,,1,0.4529,0.4,-0.2791,0.1803
NESTLEIND.NS,2025-05-23,0.0849,0.3355,4,0.2783,0.775,0.4529,-0.2791
NESTLEIND.NS,2025-05-26,0.3259,0.3872,2,0.3259,0.7,0.0849,0.4529
NESTLEIND.NS,2025-05-27,0.3109,,1,0.3109,1.0,0.3259,0.0849
NESTLEIND.NS,2025-06-03,0.5143,,1,0.5143,1.0,0.3109,0.3259
NESTLEIND.NS,2025-06-12,-0.2228,,1,0.2228,1.0,0.5143,0.3109
NESTLEIND.NS,2025-06-19,0.6384,0.1117,3,0.6384,0.8,-0.2228,0.5143
NESTLEIND.NS,2025-06-20,0.4376,0.0205,2,0.4376,1.0,0.6384,-0.2228
NESTLEIND.NS,2025-06-26,0.5658,0.1799,3,0.5658,0.8,0.4376,0.6384
NESTLEIND.NS,2025-07-03,0.435,,1,0.435,1.0,0.5658,0.4376
NESTLEIND.NS,2025-07-16,-0.1116,,1,0.1116,1.0,0.435,0.5658
NESTLEIND.NS,2025-07-22,0.1269,,1,0.1269,1.0,-0.1116,0.435
NESTLEIND.NS,2025-07-24,0.0604,0.3831,8,0.332,0.8875,0.1269,-0.1116
NESTLEIND.NS,2025-07-25,0.2577,0.1721,3,0.2577,1.0,0.0604,0.1269
NESTLEIND.NS,2025-07-27,0.2695,0.1562,3,0.2695,0.7,0.2577,0.0604
NESTLEIND.NS,2025-07-28,0.2923,0.136,2,0.2923,1.0,0.2695,0.2577
NESTLEIND.NS,2025-07-31,0.4486,,1,0.4486,1.0,0.2923,0.2695
NESTLEIND.NS,2025-08-02,0.4417,0.0147,2,0.4417,1.0,0.4486,0.2923
NESTLEIND.NS,2025-08-05,0.6168,,1,0.6168,1.0,0.4417,0.4486
NESTLEIND.NS,2025-08-06,0.4071,,1,0.4071,1.0,0.6168,0.4417
NESTLEIND.NS,2025-08-08,0.259,,1,0.259,1.0,0.4071,0.6168
NESTLEIND.NS,2025-08-11,0.5852,0.1913,2,0.5852,1.0,0.259,0.4071
NESTLEIND.NS,2025-08-16,0.4572,,1,0.4572,1.0,0.5852,0.259
ONGC.NS,2025-02-01,0.0336,0.5198,3,0.349,1.0,,
ONGC.NS,2025-02-04,0.5288,,1,0.5288,1.0,0.0336,
ONGC.NS,2025-02-05,0.1945,0.0637,2,0.1945,1.0,0.5288,0.0336
ONGC.NS,2025-02-13,0.4504,,1,0.4504,1.0,0.1945,0.5288
ONGC.NS,2025-02-24,-0.3358,,1,0.3358,1.0,0.4504,0.1945
ONGC.NS,2025-02-25,0.5531,,1,0.5531,1.0,-0.3358,0.4504
ONGC.NS,2025-02-28,0.166,,1,0.166,1.0,0.5531,-0.3358
ONGC.NS,2025-03-05,0.6014,,1,0.6014,1.0,0.166,0.5531
ONGC.NS,2025-03-10,0.3204,0.1853,2,0.3204,1.0,0.6014,0.166
ONGC.NS,2025-03-12,0.4555,,1,0.4555,1.0,0.3204,0.6014
ONGC.NS,2025-03-26,0.602,,1,0.602,1.0,0.4555,0.3204
ONGC.NS,2025-03-28,-0.292,,1,0.292,1.0,0.602,0.4555
ONGC.NS,2025-04-01,-0.3553,,1,0.3553,1.0,-0.292,0.602
ONGC.NS,2025-05-05,0.4193,0.05,2,0.4193,1.0,-0.3553,-0.292
ONGC.NS,2025-05-06,0.631,,1,0.631,1.0,0.4193,-0.3553
ONGC.NS,2025-05-16,0.454,,1,0.454,1.0,0.631,0.4193
ONGC.NS,2025-05-21,0.2163,,1,0.2163,1.0,0.454,0.631
ONGC.NS,2025-05-22,-0.1235,0.4784,2,0.3383,1.0,0.2163,0.454
ONGC.NS,2025-05-23,0.2203,,1,0.2203,1.0,-0.1235,0.2163
ONGC.NS,2025-06-13,-0.2722,0.0475,2,0.2722,1.0,0.2203,-0.1235
ONGC.NS,2025-06-16,-0.3097,0.2181,2,0.3097,1.0,-0.2722,0.2203
ONGC.NS,2025-06-19,-0.5408,,1,0.5408,1.0,-0.3097,-0.2722
ONGC.NS,2025-06-20,0.4494,,1,0.4494,1.0,-0.5408,-0.3097
ONGC.NS,2025-06-24,-0.1907,0.3555,3,0.3317,1.0,0.4494,-0.5408
ONGC.NS,2025-06-25,0.4165,,1,0.4165,1.0,-0.1907,0.4494
ONGC.NS,2025-07-03,-0.1762,,1,0.1762,1.0,0.4165,-0.1907
ONGC.NS,2025-07-04,0.4524,,1,0.4524,1.0,-0.1762,0.4165
ONGC.NS,2025-07-07,0.0059,,1,0.0059,1.0,0.4524,-0.1762
ONGC.NS,2025-07-28,0.4329,,1,0.4329,1.0,0.0059,0.4524
ONGC.NS,2025-07-29,0.5402,,1,0.5402,1.0,0.4329,0.0059
ONGC.NS,2025-08-01,0.3394,0.1266,4,0.3394,0.85,0.5402,0.4329
ONGC.NS,2025-08-03,0.3866,0.0773,2,0.3866,0.55,0.3394,0.5402
ONGC.NS,2025-08-04,0.0907,0.1618,2,0.1144,0.7,0.3866,0.3394
ONGC.NS,2025-08-05,0.1269,0.4169,4,0.3687,0.8375,0.0907,0.3866
ONGC.NS,2025-08-06,0.1759,0.327,2,0.2312,0.85,0.1269,0.0907
ONGC.NS,2025-08-07,0.3861,0.4213,4,0.4959,0.7,0.1759,0.1269
ONGC.NS,2025-08-08,0.2968,0.3218,6,0.3917,0.5,0.3861,0.1759
ONGC.NS,2025-08-10,0.4564,0.0871,3,0.4564,0.8,0.2968,0.3861
ONGC.NS,2025-08-11,0.3534,0.2929,9,0.4314,0.7222,0.4564,0.2968
ONGC.NS,2025-08-12,0.1659,0.246,10,0.2378,0.81,0.3534,0.4564
ONGC.NS,2025-08-13,0.0283,0.3392,21,0.2679,0.781,0.1659,0.3534
ONGC.NS,2025-08-14,0.3272,0.327,21,0.4209,0.6952,0.0283,0.1659
ONGC.NS,2025-08-15,0.292,0.2474,17,0.3428,0.6618,0.3272,0.0283
ONGC.NS,2025-08-16,0.2413,0.3661,8,0.3836,0.7,0.292,0.3272
RAJESHEXPO.NS,2025-03-28,0.3154,,1,0.3154,1.0,,
RAJESHEXPO.NS,2025-04-03,0.5199,0.1169,2,0.5199,1.0,0.3154,
RAJESHEXPO.NS,2025-07-28,0.4071,,1,0.4071,1.0,0.5199,0.3154
RAJESHEXPO.NS,2025-08-01,0.4314,,1,0.4314,1.0,0.4071,0.5199
RAJESHEXPO.NS,2025-08-08,0.429,0.0277,2,0.429,0.7,0.4314,0.4071
RAJESHEXPO.NS,2025-08-12,0.4521,,1,0.4521,1.0,0.429,0.4314
RAJESHEXPO.NS,2025-08-13,0.4527,0.0005,2,0.4527,1.0,0.4521,0.429
RAJESHEXPO.NS,2025-08-16,0.4572,,1,0.4572,1.0,0.4527,0.4521
RELIANCE.NS,2025-03-11,0.6165,,1,0.6165,1.0,,
RELIANCE.NS,2025-03-12,0.4555,,1,0.4555,1.0,0.6165,
RELIANCE.NS,2025-03-23,0.4476,,1,0.4476,1.0,0.4555,0.6165
RELIANCE.NS,2025-03-28,-0.4148,,1,0.4148,1.0,0.4476,0.4555
RELIANCE.NS,2025-04-01,0.4524,,1,0.4524,1.0,-0.4148,0.4476
RELIANCE.NS,2025-04-02,0.3659,,1,0.3659,1.0,0.4524,-0.4148
RELIANCE.NS,2025-04-03,0.4467,,1,0.4467,1.0,0.3659,0.4524
RELIANCE.NS,2025-04-04,0.377,,1,0.377,1.0,0.4467,0.3659
RELIANCE.NS,2025-04-23,-0.427,,1,0.427,1.0,0.377,0.4467
RELIANCE.NS,2025-04-25,0.2701,,1,0.2701,1.0,-0.427,0.377
RELIANCE.NS,2025-04-26,0.439,,1,0.439,1.0,0.2701,-0.427
RELIANCE.NS,2025-04-28,-0.0701,0.3591,5,0.2713,1.0,0.439,0.2701
RELIANCE.NS,2025-04-29,0.3927,0.0818,2,0.3927,1.0,-0.0701,0.439
RELIANCE.NS,2025-05-01,-0.0428,,1,0.0428,1.0,0.3927,-0.0701
RELIANCE.NS,2025-05-05,0.4193,0.05,2,0.4193,1.0,-0.0428,0.3927
RELIANCE.NS,2025-05-06,0.631,,1,0.631,1.0,0.4193,-0.0428
RELIANCE.NS,2025-05-15,-0.4087,,1,0.4087,1.0,0.631,0.4193
RELIANCE.NS,2025-06-02,0.2572,0.5944,2,0.4203,1.0,-0.4087,0.631
RELIANCE.NS,2025-06-11,-0.1202,0.2032,2,0.1437,1.0,0.2572,-0.4087
RELIANCE.NS,2025-06-25,0.3358,0.2365,5,0.3657,1.0,-0.1202,0.2572
RELIANCE.NS,2025-06-27,0.4526,,1,0.4526,1.0,0.3358,-0.1202
RELIANCE.NS,2025-06-30,0.5771,,1,0.5771,1.0,0.4526,0.3358
RELIANCE.NS,2025-07-01,-0.3223,0.1455,2,0.3223,1.0,0.5771,0.4526
RELIANCE.NS,2025-07-02,0.722,,1,0.722,1.0,-0.3223,0.5771
RELIANCE.NS,2025-07-04,0.4524,,1,0.4524,1.0,0.722,-0.3223
RELIANCE.NS,2025-07-07,-0.3744,,1,0.3744,1.0,0.4524,0.722
RELIANCE.NS,2025-07-18,-0.0394,0.4215,5,0.3022,1.0,-0.3744,0.4524
RELIANCE.NS,2025-07-21,0.4024,0.1468,2,0.4024,1.0,-0.0394,-0.3744
RELIANCE.NS,2025-07-24,0.4507,0.003,2,0.4507,1.0,0.4024,-0.0394
RELIANCE.NS,2025-07-26,0.4521,,1,0.4521,1.0,0.4507,0.4024
RELIANCE.NS,2025-07-29,0.2998,0.2271,6,0.3063,0.8667,0.4521,0.4507
RELIANCE.NS,2025-07-30,0.0667,0.4028,6,0.3231,0.9083,0.2998,0.4521
RELIANCE.NS,2025-07-31,0.3069,0.2126,2,0.3069,1.0,0.0667,0.2998
RELIANCE.NS,2025-08-01,0.3969,,1,0.3969,0.95,0.3069,0.0667
RELIANCE.NS,2025-08-05,0.2601,0.2718,2,0.2601,0.975,0.3969,0.3069
