symbol,date,ensemble_score_mean,ensemble_score_std,ensemble_score_count,confidence_mean,relevance_score_mean,sentiment_lag1,sentiment_lag2
RELIANCE.NS,2025-08-06,-0.2502,,1,0.2502,0.95,0.2601,0.3969
RELIANCE.NS,2025-08-07,0.174,0.4279,6,0.3749,0.9583,-0.2502,0.2601
RELIANCE.NS,2025-08-08,0.6194,,1,0.6194,0.95,0.174,-0.2502
RELIANCE.NS,2025-08-09,0.453,,1,0.453,1.0,0.6194,0.174
RELIANCE.NS,2025-08-11,0.333,0.0862,3,0.333,0.7,0.453,0.6194
RELIANCE.NS,2025-08-12,0.203,0.3869,4,0.2973,0.825,0.333,0.453
RELIANCE.NS,2025-08-13,0.5172,0.1558,2,0.5172,0.85,0.203,0.333
RELIANCE.NS,2025-08-14,0.1074,0.3329,8,0.2795,0.7312,0.5172,0.203
RELIANCE.NS,2025-08-15,0.2657,0.2417,41,0.3226,0.6927,0.1074,0.5172
RELIANCE.NS,2025-08-16,0.2591,0.297,23,0.3425,0.6457,0.2657,0.1074
SBIN.NS,2025-03-01,-0.2125,,1,0.2125,0.7,,
SBIN.NS,2025-03-04,0.2519,0.4144,4,0.4135,0.55,-0.2125,
SBIN.NS,2025-03-05,0.419,,1,0.419,0.7,0.2519,-0.2125
SBIN.NS,2025-03-06,0.591,,1,0.591,0.7,0.419,0.2519
SBIN.NS,2025-03-21,-0.2688,,1,0.2688,0.7,0.591,0.419
SBIN.NS,2025-03-24,0.4377,,1,0.4377,0.7,-0.2688,0.591
SBIN.NS,2025-04-02,-0.2915,,1,0.2915,0.7,0.4377,-0.2688
SBIN.NS,2025-04-06,0.4055,,1,0.4055,0.7,-0.2915,0.4377
SBIN.NS,2025-04-15,0.0705,,1,0.0705,0.7,0.4055,-0.2915
SBIN.NS,2025-04-18,0.5207,,1,0.5207,0.7,0.0705,0.4055
SBIN.NS,2025-04-20,0.5433,,1,0.5433,0.7,0.5207,0.0705
SBIN.NS,2025-04-21,0.1509,0.4351,2,0.3077,0.55,0.5433,0.5207
SBIN.NS,2025-04-22,0.4082,,1,0.4082,0.7,0.1509,0.5433
SBIN.NS,2025-04-24,0.2567,0.2687,2,0.2567,0.7,0.4082,0.1509
SBIN.NS,2025-04-25,0.1239,0.413,2,0.2921,0.7,0.2567,0.4082
SBIN.NS,2025-04-28,0.0782,,1,0.0782,0.7,0.1239,0.2567
SBIN.NS,2025-05-01,0.4137,,1,0.4137,0.7,0.0782,0.1239
SBIN.NS,2025-05-02,0.2387,0.0079,2,0.2387,0.7,0.4137,0.0782
SBIN.NS,2025-05-03,0.2987,0.1148,3,0.2987,0.7,0.2387,0.4137
SBIN.NS,2025-05-04,0.4705,0.2274,2,0.4705,0.7,0.2987,0.2387
SBIN.NS,2025-05-05,0.3279,0.2146,5,0.3371,0.82,0.4705,0.2987
SBIN.NS,2025-05-06,0.5548,0.0741,2,0.5548,0.85,0.3279,0.4705
SBIN.NS,2025-05-07,0.0566,,1,0.0566,1.0,0.5548,0.3279
SBIN.NS,2025-05-08,0.5698,,1,0.5698,0.7,0.0566,0.5548
SBIN.NS,2025-05-09,-0.0418,0.1697,2,0.12,0.85,0.5698,0.0566
SBIN.NS,2025-05-12,0.5294,0.0811,2,0.5294,0.7,-0.0418,0.5698
SBIN.NS,2025-05-13,-0.0385,,1,0.0385,0.7,0.5294,-0.0418
SBIN.NS,2025-05-14,0.1301,0.4571,2,0.3232,0.85,-0.0385,0.5294
SBIN.NS,2025-05-15,0.4241,0.266,3,0.4241,0.9,0.1301,-0.0385
SBIN.NS,2025-05-19,0.2471,,1,0.2471,0.7,0.4241,0.1301
SBIN.NS,2025-05-20,-0.4274,,1,0.4274,1.0,0.2471,0.4241
SBIN.NS,2025-05-23,0.2614,,1,0.2614,0.7,-0.4274,0.2471
SBIN.NS,2025-05-27,-0.0718,0.6922,2,0.4894,0.85,0.2614,-0.4274
SBIN.NS,2025-05-30,0.1866,,1,0.1866,0.7,-0.0718,0.2614
SBIN.NS,2025-06-02,-0.0518,0.1261,3,0.0794,0.7,0.1866,-0.0718
SBIN.NS,2025-06-03,0.3919,0.0869,2,0.3919,0.85,-0.0518,0.1866
SBIN.NS,2025-06-04,0.4525,,1,0.4525,1.0,0.3919,-0.0518
SBIN.NS,2025-06-05,-0.3129,,1,0.3129,0.4,0.4525,0.3919
SBIN.NS,2025-06-06,-0.4142,0.2105,2,0.4142,0.85,-0.3129,0.4525
SBIN.NS,2025-06-08,0.4534,,1,0.4534,0.7,-0.4142,-0.3129
SBIN.NS,2025-06-09,0.1037,0.3278,4,0.2772,0.775,0.4534,-0.4142
SBIN.NS,2025-06-12,0.5935,,1,0.5935,0.4,0.1037,0.4534
SBIN.NS,2025-06-18,0.3715,,1,0.3715,0.7,0.5935,0.1037
SBIN.NS,2025-06-19,0.1937,,1,0.1937,0.7,0.3715,0.5935
SBIN.NS,2025-06-23,0.4205,,1,0.4205,0.7,0.1937,0.3715
SBIN.NS,2025-06-26,0.1138,0.2609,3,0.2259,0.9,0.4205,0.1937
SBIN.NS,2025-06-27,-0.0506,0.2909,3,0.1991,1.0,0.1138,0.4205
SBIN.NS,2025-07-01,0.0255,0.5326,3,0.386,0.8,-0.0506,0.1138
SBIN.NS,2025-07-02,0.1469,,1,0.1469,0.7,0.0255,-0.0506
SBIN.NS,2025-07-03,0.4305,,1,0.4305,0.7,0.1469,0.0255
SBIN.NS,2025-07-05,0.2516,,1,0.2516,0.7,0.4305,0.1469
SBIN.NS,2025-07-07,0.3099,0.2216,4,0.3196,0.85,0.2516,0.4305
SBIN.NS,2025-07-09,-0.3622,,1,0.3622,0.7,0.3099,0.2516
SBIN.NS,2025-07-11,0.1566,0.2347,3,0.1888,0.7,-0.3622,0.3099
SBIN.NS,2025-07-12,0.44,,1,0.44,0.7,0.1566,-0.3622
SBIN.NS,2025-07-14,-0.0437,0.295,3,0.2405,0.8,0.44,0.1566
SBIN.NS,2025-07-15,0.098,0.3431,3,0.2949,0.7,-0.0437,0.44
SBIN.NS,2025-07-16,0.2556,0.2828,8,0.3152,0.85,0.098,-0.0437
SBIN.NS,2025-07-17,0.0259,0.3178,4,0.2466,0.85,0.2556,0.098
SBIN.NS,2025-07-21,0.0974,0.28,4,0.2092,0.775,0.0259,0.2556
SBIN.NS,2025-07-22,0.3428,0.5286,3,0.5186,0.7,0.0974,0.0259
SBIN.NS,2025-07-23,0.0266,0.2366,2,0.1673,0.55,0.3428,0.0974
SBIN.NS,2025-07-24,-0.009,0.3903,3,0.3033,0.8,0.0266,0.3428
SBIN.NS,2025-07-25,0.2116,0.4001,3,0.3784,0.8,-0.009,0.0266
SBIN.NS,2025-07-26,0.5413,,1,0.5413,0.7,0.2116,-0.009
SBIN.NS,2025-07-28,0.0657,0.0647,2,0.0657,0.55,0.5413,0.2116
SBIN.NS,2025-07-29,0.4071,,1,0.4071,1.0,0.0657,0.5413
SBIN.NS,2025-07-30,0.4386,0.0215,2,0.4386,1.0,0.4071,0.0657
SBIN.NS,2025-07-31,-0.1,0.3629,2,0.2566,1.0,0.4386,0.4071
SBIN.NS,2025-08-02,0.4499,,1,0.4499,1.0,-0.1,0.4386
SBIN.NS,2025-08-04,0.3913,0.0848,3,0.3913,0.6,0.4499,-0.1
SBIN.NS,2025-08-05,0.5037,0.0963,3,0.5037,0.9,0.3913,0.4499
SBIN.NS,2025-08-07,0.5914,,1,0.5914,0.7,0.5037,0.3913
SBIN.NS,2025-08-08,0.1802,0.6001,2,0.4243,0.85,0.5914,0.5037
SBIN.NS,2025-08-09,0.4486,,1,0.4486,1.0,0.1802,0.5914
SBIN.NS,2025-08-10,0.4441,0.0179,2,0.4441,0.85,0.4486,0.1802
SBIN.NS,2025-08-11,0.0249,0.3134,4,0.2209,0.925,0.4441,0.4486
SBIN.NS,2025-08-12,0.24,0.2507,4,0.2505,1.0,0.0249,0.4441
SBIN.NS,2025-08-14,0.4248,0.1118,2,0.4248,1.0,0.24,0.0249
TATAMOTORS.NS,2025-05-07,0.1412,,1,0.1412,1.0,,
TATAMOTORS.NS,2025-05-08,-0.2815,,1,0.2815,1.0,0.1412,
TATAMOTORS.NS,2025-05-11,0.6049,,1,0.6049,1.0,-0.2815,0.1412
TATAMOTORS.NS,2025-05-12,0.4512,,1,0.4512,1.0,0.6049,-0.2815
TATAMOTORS.NS,2025-05-13,0.0485,0.1025,3,0.0627,1.0,0.4512,0.6049
TATAMOTORS.NS,2025-05-14,0.1368,0.2868,4,0.256,1.0,0.0485,0.4512
TATAMOTORS.NS,2025-05-15,-0.0786,0.1274,2,0.0901,1.0,0.1368,0.0485
TATAMOTORS.NS,2025-05-20,0.0483,,1,0.0483,1.0,-0.0786,0.1368
TATAMOTORS.NS,2025-05-26,-0.174,,1,0.174,1.0,0.0483,-0.0786
TATAMOTORS.NS,2025-06-02,0.4434,,1,0.4434,1.0,-0.174,0.0483
TATAMOTORS.NS,2025-06-04,-0.1611,,1,0.1611,1.0,0.4434,-0.174
TATAMOTORS.NS,2025-06-06,-0.0363,,1,0.0363,1.0,-0.1611,0.4434
TATAMOTORS.NS,2025-06-09,0.5312,,1,0.5312,1.0,-0.0363,-0.1611
TATAMOTORS.NS,2025-06-10,-0.2786,,1,0.2786,1.0,0.5312,-0.0363
TATAMOTORS.NS,2025-06-12,-0.168,,1,0.168,1.0,-0.2786,0.5312
TATAMOTORS.NS,2025-06-16,-0.0839,,1,0.0839,1.0,-0.168,-0.2786
TATAMOTORS.NS,2025-06-17,0.0753,,1,0.0753,1.0,-0.0839,-0.168
TATAMOTORS.NS,2025-06-18,0.0542,0.0146,2,0.0542,1.0,0.0753,-0.0839
TATAMOTORS.NS,2025-06-23,0.1771,,1,0.1771,1.0,0.0542,0.0753
TATAMOTORS.NS,2025-06-24,0.0764,,1,0.0764,1.0,0.1771,0.0542
TATAMOTORS.NS,2025-07-01,0.0373,,1,0.0373,1.0,0.0764,0.1771
TATAMOTORS.NS,2025-07-07,-0.0399,,1,0.0399,1.0,0.0373,0.0764
TATAMOTORS.NS,2025-07-08,0.2384,0.3031,2,0.2384,1.0,-0.0399,0.0373
TATAMOTORS.NS,2025-07-09,0.4134,,1,0.4134,1.0,0.2384,-0.0399
TATAMOTORS.NS,2025-07-11,0.1671,,1,0.1671,1.0,0.4134,0.2384
TATAMOTORS.NS,2025-07-14,0.4522,,1,0.4522,1.0,0.1671,0.4134
TATAMOTORS.NS,2025-07-23,-0.2379,,1,0.2379,1.0,0.4522,0.1671
TATAMOTORS.NS,2025-07-24,0.0887,0.4235,2,0.2995,1.0,-0.2379,0.4522
TATAMOTORS.NS,2025-07-25,-0.055,,1,0.055,1.0,0.0887,-0.2379
TATAMOTORS.NS,2025-07-29,0.4071,,1,0.4071,1.0,-0.055,0.0887
TATAMOTORS.NS,2025-07-30,0.0591,0.1251,10,0.1099,0.7,0.4071,-0.055
TATAMOTORS.NS,2025-07-31,0.2126,0.2423,3,0.2126,1.0,0.0591,0.4071
TATAMOTORS.NS,2025-08-01,0.1308,0.2464,5,0.1818,0.76,0.2126,0.0591
TATAMOTORS.NS,2025-08-02,0.164,0.4026,2,0.2847,0.85,0.1308,0.2126
TATAMOTORS.NS,2025-08-03,0.3428,,1,0.3428,0.7,0.164,0.1308
TATAMOTORS.NS,2025-08-04,0.3923,0.256,6,0.4245,0.75,0.3428,0.164
TATAMOTORS.NS,2025-08-05,0.329,0.2938,3,0.3358,0.7,0.3923,0.3428
TATAMOTORS.NS,2025-08-06,0.2452,0.3988,3,0.3879,0.7,0.329,0.3923
TATAMOTORS.NS,2025-08-07,0.044,,1,0.044,0.7,0.2452,0.329
TATAMOTORS.NS,2025-08-08,0.0847,0.241,11,0.197,0.7545,0.044,0.2452
TATAMOTORS.NS,2025-08-09,0.3969,,1,0.3969,0.7,0.0847,0.044
TATAMOTORS.NS,2025-08-10,0.5033,,1,0.5033,0.7,0.3969,0.0847
TATAMOTORS.NS,2025-08-11,0.266,0.3431,11,0.3855,0.7273,0.5033,0.3969
TATAMOTORS.NS,2025-08-12,0.277,0.2426,7,0.3324,0.6571,0.266,0.5033
TATAMOTORS.NS,2025-08-13,0.2464,0.2749,13,0.3032,0.6308,0.277,0.266
TATAMOTORS.NS,2025-08-14,0.2962,0.2419,14,0.3482,0.6357,0.2464,0.277
TATAMOTORS.NS,2025-08-15,0.2744,0.2507,15,0.3215,0.62,0.2962,0.2464
TATAMOTORS.NS,2025-08-16,0.4276,0.1011,9,0.4276,0.7,0.2744,0.2962
TCS.NS,2025-07-21,0.1731,,1,0.1731,1.0,,
TCS.NS,2025-07-22,0.0221,0.2665,2,0.1885,1.0,0.1731,
TCS.NS,2025-07-23,-0.2489,,1,0.2489,1.0,0.0221,0.1731
TCS.NS,2025-07-24,0.3443,0.1494,2,0.3443,1.0,-0.2489,0.0221
TCS.NS,2025-07-25,0.0741,0.0943,3,0.0972,1.0,0.3443,-0.2489
TCS.NS,2025-07-28,0.0974,0.1695,6,0.1745,1.0,0.0741,0.3443
TCS.NS,2025-07-29,0.2212,0.1797,4,0.2212,1.0,0.0974,0.0741
TCS.NS,2025-07-30,-0.1091,0.3778,2,0.2672,1.0,0.2212,0.0974
TCS.NS,2025-07-31,0.0946,0.3446,3,0.2514,1.0,-0.1091,0.2212
TCS.NS,2025-08-01,0.2387,,1,0.2387,1.0,0.0946,-0.1091
TCS.NS,2025-08-04,-0.1681,,1,0.1681,1.0,0.2387,0.0946
TCS.NS,2025-08-05,0.1057,0.2267,9,0.1878,0.8556,-0.1681,0.2387
TCS.NS,2025-08-06,0.3952,0.2031,7,0.3952,0.8143,0.1057,-0.1681
TCS.NS,2025-08-07,0.2171,0.2349,8,0.2217,0.8938,0.3952,0.1057
TCS.NS,2025-08-08,0.2163,0.2935,14,0.281,0.7929,0.2171,0.3952
TCS.NS,2025-08-09,0.1638,0.4149,2,0.2934,0.85,0.2163,0.2171
TCS.NS,2025-08-10,0.2528,0.0538,2,0.2528,0.55,0.1638,0.2163
TCS.NS,2025-08-11,0.1854,0.3075,9,0.323,0.85,0.2528,0.1638
TCS.NS,2025-08-12,0.0818,0.281,12,0.2391,0.85,0.1854,0.2528
TCS.NS,2025-08-13,0.2983,0.2096,8,0.3412,0.7,0.0818,0.1854
TCS.NS,2025-08-14,0.1308,0.3293,7,0.2751,0.8286,0.2983,0.0818
TCS.NS,2025-08-15,0.3386,0.2712,41,0.3976,0.6707,0.1308,0.2983
TCS.NS,2025-08-16,0.4832,0.1244,8,0.4832,0.625,0.3386,0.1308
THANGAMAYL.NS,2025-02-01,0.2188,0.7745,2,0.5477,0.7,,
THANGAMAYL.NS,2025-02-04,0.7067,,1,0.7067,0.7,0.2188,
THANGAMAYL.NS,2025-02-05,0.0448,0.2346,2,0.1659,0.85,0.7067,0.2188
THANGAMAYL.NS,2025-02-06,-0.1443,0.4494,2,0.3178,0.85,0.0448,0.7067
THANGAMAYL.NS,2025-02-08,0.7111,,1,0.7111,0.7,-0.1443,0.0448
THANGAMAYL.NS,2025-02-10,0.6235,,1,0.6235,0.7,0.7111,-0.1443
THANGAMAYL.NS,2025-02-25,-0.0785,0.2002,8,0.1856,0.7375,0.6235,0.7111
THANGAMAYL.NS,2025-03-04,0.3862,,1,0.3862,0.4,-0.0785,0.6235
THANGAMAYL.NS,2025-03-07,0.6374,,1,0.6374,0.7,0.3862,-0.0785
THANGAMAYL.NS,2025-03-10,0.444,0.0105,2,0.444,0.85,0.6374,0.3862
THANGAMAYL.NS,2025-03-11,0.2197,,1,0.2197,0.7,0.444,0.6374
THANGAMAYL.NS,2025-03-23,0.4255,,1,0.4255,0.7,0.2197,0.444
THANGAMAYL.NS,2025-03-28,0.6444,,1,0.6444,0.7,0.4255,0.2197
THANGAMAYL.NS,2025-04-01,-0.4314,,1,0.4314,0.7,0.6444,0.4255
THANGAMAYL.NS,2025-04-03,0.5277,0.1058,2,0.5277,1.0,-0.4314,0.6444
THANGAMAYL.NS,2025-04-08,0.3911,,1,0.3911,0.7,0.5277,-0.4314
THANGAMAYL.NS,2025-04-09,0.4588,,1,0.4588,0.7,0.3911,0.5277
THANGAMAYL.NS,2025-04-16,0.661,,1,0.661,1.0,0.4588,0.3911
THANGAMAYL.NS,2025-04-22,-0.3938,,1,0.3938,0.7,0.661,0.4588
THANGAMAYL.NS,2025-04-25,0.6445,,1,0.6445,0.7,-0.3938,0.661
THANGAMAYL.NS,2025-05-15,-0.2347,0.15,6,0.2385,0.75,0.6445,-0.3938
THANGAMAYL.NS,2025-05-16,0.2956,,1,0.2956,0.7,-0.2347,0.6445
THANGAMAYL.NS,2025-06-04,0.7027,,1,0.7027,0.4,0.2956,-0.2347
THANGAMAYL.NS,2025-07-07,0.0412,,1,0.0412,0.7,0.7027,0.2956
THANGAMAYL.NS,2025-07-08,-0.1994,,1,0.1994,1.0,0.0412,0.7027
THANGAMAYL.NS,2025-07-14,0.6672,,1,0.6672,0.7,-0.1994,0.0412
THANGAMAYL.NS,2025-07-21,0.5888,0.1725,3,0.5888,0.7,0.6672,-0.1994
THANGAMAYL.NS,2025-07-24,0.4499,,1,0.4499,1.0,0.5888,0.6672
THANGAMAYL.NS,2025-07-27,0.4486,,1,0.4486,1.0,0.4499,0.5888
THANGAMAYL.NS,2025-07-28,0.2568,0.2724,6,0.3123,0.6,0.4486,0.4499
THANGAMAYL.NS,2025-07-29,0.0229,0.4456,3,0.3309,0.8,0.2568,0.4486
THANGAMAYL.NS,2025-08-02,0.4572,,1,0.4572,1.0,0.0229,0.2568
THANGAMAYL.NS,2025-08-06,0.5254,0.1329,2,0.5254,0.85,0.4572,0.0229
THANGAMAYL.NS,2025-08-08,0.5558,,1,0.5558,0.4,0.5254,0.4572
THANGAMAYL.NS,2025-08-10,0.304,,1,0.304,0.7,0.5558,0.5254
THANGAMAYL.NS,2025-08-11,0.4329,,1,0.4329,1.0,0.304,0.5558
THANGAMAYL.NS,2025-08-12,0.453,,1,0.453,1.0,0.4329,0.304
THANGAMAYL.NS,2025-08-13,0.4316,0.0294,2,0.4316,1.0,0.453,0.4329
THANGAMAYL.NS,2025-08-15,0.4521,,1,0.4521,1.0,0.4316,0.453
THANGAMAYL.NS,2025-08-16,0.5868,0.0026,2,0.5868,0.4,0.4521,0.4316
TITAN.NS,2025-02-06,0.4942,0.1769,2,0.4942,1.0,,
TITAN.NS,2025-02-10,0.3367,,1,0.3367,1.0,0.4942,
TITAN.NS,2025-02-18,0.4273,,1,0.4273,1.0,0.3367,0.4942
TITAN.NS,2025-03-04,-0.0577,,1,0.0577,1.0,0.4273,0.3367
TITAN.NS,2025-03-20,-0.0356,,1,0.0356,1.0,-0.0577,0.4273
TITAN.NS,2025-03-21,0.4522,,1,0.4522,1.0,-0.0356,-0.0577
TITAN.NS,2025-04-03,0.5277,0.1058,2,0.5277,1.0,0.4522,-0.0356
TITAN.NS,2025-04-08,0.1969,0.5007,2,0.3541,1.0,0.5277,0.4522
TITAN.NS,2025-05-07,0.1782,,1,0.1782,1.0,0.1969,0.5277
TITAN.NS,2025-05-08,-0.1458,0.4955,4,0.4369,1.0,0.1782,0.1969
TITAN.NS,2025-05-09,0.2617,0.2511,4,0.3141,1.0,-0.1458,0.1782
TITAN.NS,2025-05-11,0.6049,,1,0.6049,1.0,0.2617,-0.1458
TITAN.NS,2025-05-19,0.4212,,1,0.4212,1.0,0.6049,0.2617
TITAN.NS,2025-06-06,-0.5631,,1,0.5631,1.0,0.4212,0.6049
TITAN.NS,2025-06-13,0.445,,1,0.445,1.0,-0.5631,0.4212
TITAN.NS,2025-06-25,-0.3519,,1,0.3519,1.0,0.445,-0.5631
TITAN.NS,2025-06-26,0.4545,,1,0.4545,1.0,-0.3519,0.445
TITAN.NS,2025-07-07,0.4527,,1,0.4527,1.0,0.4545,-0.3519
TITAN.NS,2025-07-08,0.1435,0.3286,4,0.2804,1.0,0.4527,0.4545
TITAN.NS,2025-07-21,0.3659,0.0481,3,0.3659,1.0,0.1435,0.4527
TITAN.NS,2025-07-22,0.2453,0.6505,2,0.46,1.0,0.3659,0.1435
TITAN.NS,2025-07-25,0.4499,,1,0.4499,1.0,0.2453,0.3659
TITAN.NS,2025-07-26,0.4521,,1,0.4521,1.0,0.4499,0.2453
TITAN.NS,2025-07-28,0.0642,,1,0.0642,1.0,0.4521,0.4499
TITAN.NS,2025-07-29,0.2916,,1,0.2916,1.0,0.0642,0.4521
TITAN.NS,2025-08-01,-0.1881,,1,0.1881,0.95,0.2916,0.0642
TITAN.NS,2025-08-02,0.453,,1,0.453,1.0,-0.1881,0.2916
TITAN.NS,2025-08-03,0.2933,0.2092,2,0.2933,0.55,0.453,-0.1881
TITAN.NS,2025-08-04,0.2946,0.12,3,0.2946,0.8833,0.2933,0.453
TITAN.NS,2025-08-05,0.1995,0.3257,7,0.3233,0.85,0.2946,0.2933
TITAN.NS,2025-08-06,0.2601,0.2444,4,0.2601,0.9125,0.1995,0.2946
TITAN.NS,2025-08-07,-0.026,0.2759,18,0.246,0.8556,0.2601,0.1995
TITAN.NS,2025-08-08,0.1561,0.3487,28,0.3362,0.8625,-0.026,0.2601
TITAN.NS,2025-08-10,0.0408,0.4392,3,0.3516,0.6833,0.1561,-0.026
TITAN.NS,2025-08-11,0.0556,0.285,10,0.2215,0.635,0.0408,0.1561
TITAN.NS,2025-08-12,0.36,0.0835,3,0.36,0.8833,0.0556,0.0408
TITAN.NS,2025-08-13,0.0899,0.366,5,0.303,0.58,0.36,0.0556
TITAN.NS,2025-08-14,0.2898,0.2663,10,0.3498,0.605,0.0899,0.36
TITAN.NS,2025-08-15,0.4239,0.1451,10,0.4239,0.61,0.2898,0.0899
TITAN.NS,2025-08-16,0.4428,0.1863,10,0.4428,0.61,0.4239,0.2898
WIPRO.NS,2025-04-17,0.0969,0.3062,7,0.2418,1.0,,
WIPRO.NS,2025-04-23,-0.2523,,1,0.2523,1.0,0.0969,
WIPRO.NS,2025-04-25,0.4495,,1,0.4495,1.0,-0.2523,0.0969
WIPRO.NS,2025-04-29,0.4974,,1,0.4974,1.0,0.4495,-0.2523
WIPRO.NS,2025-05-05,0.4547,,1,0.4547,1.0,0.4974,0.4495
WIPRO.NS,2025-05-15,0.6543,,1,0.6543,1.0,0.4547,0.4974
WIPRO.NS,2025-05-22,-0.2143,,1,0.2143,1.0,0.6543,0.4547
WIPRO.NS,2025-05-29,0.344,,1,0.344,1.0,-0.2143,0.6543
WIPRO.NS,2025-05-30,0.7832,,1,0.7832,1.0,0.344,-0.2143
WIPRO.NS,2025-06-02,-0.2669,,1,0.2669,1.0,0.7832,0.344
WIPRO.NS,2025-06-04,0.2288,0.3141,2,0.2288,1.0,-0.2669,0.7832
WIPRO.NS,2025-06-09,-0.3201,,1,0.3201,1.0,0.2288,-0.2669
WIPRO.NS,2025-06-10,-0.2135,,1,0.2135,1.0,-0.3201,0.2288
WIPRO.NS,2025-06-11,0.08,0.5214,2,0.3687,1.0,-0.2135,-0.3201
WIPRO.NS,2025-06-12,-0.2087,,1,0.2087,1.0,0.08,-0.2135
WIPRO.NS,2025-06-18,0.1585,0.1329,2,0.1585,1.0,-0.2087,0.08
WIPRO.NS,2025-06-20,0.4494,,1,0.4494,1.0,0.1585,-0.2087
WIPRO.NS,2025-06-24,-0.2812,,1,0.2812,1.0,0.4494,0.1585
WIPRO.NS,2025-06-27,-0.3441,,1,0.3441,1.0,-0.2812,0.4494
WIPRO.NS,2025-07-11,0.1398,0.0668,3,0.1398,1.0,-0.3441,-0.2812
WIPRO.NS,2025-07-14,0.1995,0.0468,2,0.1995,1.0,0.1398,-0.3441
WIPRO.NS,2025-07-16,0.2558,,1,0.2558,1.0,0.1995,0.1398
WIPRO.NS,2025-07-17,-0.2429,,1,0.2429,1.0,0.2558,0.1995
WIPRO.NS,2025-07-18,0.0139,0.3685,7,0.2789,1.0,-0.2429,0.2558
WIPRO.NS,2025-07-21,0.1905,,1,0.1905,1.0,0.0139,-0.2429
WIPRO.NS,2025-07-25,0.167,,1,0.167,1.0,0.1905,0.0139
WIPRO.NS,2025-07-26,0.4499,,1,0.4499,1.0,0.167,0.1905
WIPRO.NS,2025-07-28,0.2842,0.1206,2,0.2842,0.975,0.4499,0.167
WIPRO.NS,2025-07-29,0.4717,,1,0.4717,0.7,0.2842,0.4499
WIPRO.NS,2025-07-30,0.0379,0.5857,2,0.4142,1.0,0.4717,0.2842
WIPRO.NS,2025-07-31,0.0667,,1,0.0667,1.0,0.0379,0.4717
WIPRO.NS,2025-08-01,0.1875,0.325,5,0.2675,0.64,0.0667,0.0379
WIPRO.NS,2025-08-03,0.2586,0.3858,4,0.3446,0.775,0.1875,0.0667
WIPRO.NS,2025-08-04,0.1509,0.6707,2,0.4743,0.55,0.2586,0.1875
WIPRO.NS,2025-08-05,-0.0319,0.5049,4,0.3475,0.625,0.1509,0.2586
WIPRO.NS,2025-08-06,0.3828,0.2621,11,0.4116,0.7773,-0.0319,0.1509
WIPRO.NS,2025-08-07,0.1761,0.334,7,0.3215,0.6929,0.3828,-0.0319
WIPRO.NS,2025-08-08,0.2094,0.349,8,0.3205,0.6625,0.1761,0.3828
WIPRO.NS,2025-08-09,0.4902,0.1084,3,0.4902,0.8833,0.2094,0.1761
WIPRO.NS,2025-08-10,0.0949,,1,0.0949,0.7,0.4902,0.2094
WIPRO.NS,2025-08-11,0.4858,0.0184,2,0.4858,0.4,0.0949,0.4902
WIPRO.NS,2025-08-12,0.4122,0.2926,6,0.4483,0.7917,0.4858,0.0949
WIPRO.NS,2025-08-13,0.2332,0.3778,11,0.4033,0.6136,0.4122,0.4858
WIPRO.NS,2025-08-14,0.1684,0.2873,18,0.2834,0.6306,0.2332,0.4122
WIPRO.NS,2025-08-15,0.2706,0.3242,15,0.3762,0.64,0.1684,0.2332
WIPRO.NS,2025-08-16,0.302,0.1727,8,0.302,0.7,0.2706,0.1684
