horizon,bundle,model,bundle_type,n_features,train_size,test_size,accuracy,precision,recall,f1_score,specificity,roc_auc,true_positives,true_negatives,false_positives,false_negatives,positive_predictive_value,negative_predictive_value,balanced_accuracy,f2_score,mcc
2,sentiment_core,gradient_boosting,sentiment,4,169,241,0.44398340248962653,0.34868421052631576,0.6022727272727273,0.44166666666666665,0.35294117647058826,0.4667260843731432,53,54,99,35,0.34868421052631576,0.6067415730337079,0.4776069518716578,0.5257936507936508,-0.04468003075253047
2,sentiment_core,xgboost,sentiment,4,169,241,0.43568464730290457,0.35185185185185186,0.6477272727272727,0.456,0.3137254901960784,0.4580733808674985,57,48,105,31,0.35185185185185186,0.6075949367088608,0.48072638146167557,0.5544747081712063,-0.03953750441757394
2,sentiment_core,svm_rbf,sentiment,4,169,241,0.4024896265560166,0.3409090909090909,0.6818181818181818,0.45454545454545453,0.24183006535947713,0.5487967914438503,60,37,116,28,0.3409090909090909,0.5692307692307692,0.46182412358882946,0.5681818181818182,-0.08283102792542416
2,sentiment_core,knn,sentiment,4,169,241,0.4024896265560166,0.3372093023255814,0.6590909090909091,0.4461538461538462,0.2549019607843137,0.4263963161021984,58,39,114,30,0.3372093023255814,0.5652173913043478,0.4569964349376114,0.5534351145038168,-0.09160786023958549
2,sentiment_core,naive_bayes,sentiment,4,169,241,0.38589211618257263,0.3557692307692308,0.8409090909090909,0.5,0.12418300653594772,0.43835412953060016,74,19,134,14,0.3557692307692308,0.5757575757575758,0.4825460487225193,0.6607142857142857,-0.04889023998089246
2,technical_trend,logistic_l1,technical,15,169,241,0.3651452282157676,0.3651452282157676,1.0,0.5349544072948328,0.0,0.5329025549613785,88,0,153,0,0.3651452282157676,0.0,0.5,0.7419898819561551,0.0
2,technical_trend,logistic_l2,technical,15,169,241,0.37344398340248963,0.3682008368200837,1.0,0.5382262996941896,0.013071895424836602,0.5319370172311348,88,2,151,0,0.3682008368200837,1.0,0.5065359477124183,0.7445008460236887,0.0693763852780574
2,technical_trend,random_forest,technical,15,169,241,0.3651452282157676,0.3651452282157676,1.0,0.5349544072948328,0.0,0.5493166963755198,88,0,153,0,0.3651452282157676,0.0,0.5,0.7419898819561551,0.0
2,technical_trend,gradient_boosting,technical,15,169,241,0.47717842323651455,0.375,0.6477272727272727,0.475,0.3790849673202614,0.5164512774806892,57,58,95,31,0.375,0.651685393258427,0.5134061200237671,0.5654761904761905,0.026748741462128526
2,technical_trend,xgboost,technical,15,169,241,0.3651452282157676,0.36401673640167365,0.9886363636363636,0.5321100917431193,0.006535947712418301,0.514297385620915,87,1,152,1,0.36401673640167365,0.5,0.49758615567439096,0.7360406091370558,-0.025621960472009837
2,technical_trend,svm_rbf,technical,15,169,241,0.36099585062240663,0.358974358974359,0.9545454545454546,0.5217391304347826,0.0196078431372549,0.45937314319667255,84,3,150,4,0.358974358974359,0.42857142857142855,0.48707664884135476,0.7167235494880546,-0.0741029067267839
2,technical_trend,knn,technical,15,169,241,0.4066390041493776,0.37777777777777777,0.9659090909090909,0.5431309904153354,0.08496732026143791,0.5212046939988116,85,13,140,3,0.37777777777777777,0.8125,0.5254382055852644,0.7365684575389948,0.0983902965684967
2,technical_trend,naive_bayes,technical,15,169,241,0.6514522821576764,0.6111111111111112,0.125,0.20754716981132076,0.954248366013072,0.5835932857991681,11,146,7,77,0.6111111111111112,0.6547085201793722,0.539624183006536,0.14864864864864866,0.1451405230594407
2,technical_momentum,logistic_l1,technical,11,169,241,0.38589211618257263,0.3611111111111111,0.8863636363636364,0.5131578947368421,0.09803921568627451,0.5252525252525251,78,15,138,10,0.3611111111111111,0.6,0.4922014260249554,0.6866197183098591,-0.024628352637043695
2,technical_momentum,logistic_l2,technical,11,169,241,0.3983402489626556,0.36492890995260663,0.875,0.5150501672240803,0.12418300653594772,0.5215389185977422,77,19,134,11,0.36492890995260663,0.6333333333333333,0.49959150326797386,0.6838365896980462,-0.0011915267002883425
2,technical_momentum,random_forest,technical,11,169,241,0.3817427385892116,0.37130801687763715,1.0,0.5415384615384615,0.026143790849673203,0.4856654783125372,88,4,149,0,0.37130801687763715,1.0,0.5130718954248366,0.7470288624787776,0.09852613426931899
2,technical_momentum,gradient_boosting,technical,11,169,241,0.4024896265560166,0.37610619469026546,0.9659090909090909,0.5414012738853503,0.0784313725490196,0.48544266191325014,85,12,141,3,0.37610619469026546,0.8,0.5221702317290553,0.7352941176470589,0.08836645455381026
2,technical_momentum,xgboost,technical,11,169,241,0.3900414937759336,0.37339055793991416,0.9886363636363636,0.5420560747663551,0.0457516339869281,0.49004753416518126,87,7,146,1,0.37339055793991416,0.875,0.5171939988116458,0.7435897435897436,0.09242106857251693
2,technical_momentum,svm_rbf,technical,11,169,241,0.45228215767634855,0.358974358974359,0.6363636363636364,0.45901639344262296,0.3464052287581699,0.5153743315508021,56,53,100,32,0.358974358974359,0.6235294117647059,0.49138443256090314,0.5511811023622047,-0.01736317615688365
2,technical_momentum,knn,technical,11,169,241,0.45643153526970953,0.3576158940397351,0.6136363636363636,0.45188284518828453,0.3660130718954248,0.4915329768270945,54,56,97,34,0.3576158940397351,0.6222222222222222,0.4898247177658942,0.536779324055666,-0.020256004413793535
2,technical_momentum,naive_bayes,technical,11,169,241,0.44398340248962653,0.35443037974683544,0.6363636363636364,0.45528455284552843,0.3333333333333333,0.49049316696375517,56,51,102,32,0.35443037974683544,0.6144578313253012,0.48484848484848486,0.5490196078431373,-0.030704746907644846
2,technical_volume,logistic_l1,technical,5,169,241,0.42738589211618255,0.3670212765957447,0.7840909090909091,0.5,0.2222222222222222,0.4831402257872846,69,34,119,19,0.3670212765957447,0.6415094339622641,0.5031565656565656,0.6388888888888888,0.007338630386320424
2,technical_volume,logistic_l2,technical,5,169,241,0.43983402489626555,0.372972972972973,0.7840909090909091,0.5054945054945055,0.24183006535947713,0.47370766488413546,69,37,116,19,0.372972972972973,0.6607142857142857,0.512960487225193,0.6424581005586593,0.029550068895621607
2,technical_volume,random_forest,technical,5,169,241,0.4190871369294606,0.3673469387755102,0.8181818181818182,0.5070422535211268,0.1895424836601307,0.5295603089720736,72,29,124,16,0.3673469387755102,0.6444444444444445,0.5038621509209744,0.656934306569343,0.009543594874313404
2,technical_volume,gradient_boosting,technical,5,169,241,0.45643153526970953,0.3727810650887574,0.7159090909090909,0.490272373540856,0.30718954248366015,0.48648247177658943,63,47,106,25,0.3727810650887574,0.6527777777777778,0.5115493166963756,0.6046065259117083,0.024297620075164277
2,technical_volume,xgboost,technical,5,169,241,0.42738589211618255,0.3670212765957447,0.7840909090909091,0.5,0.2222222222222222,0.499777183600713,69,34,119,19,0.3670212765957447,0.6415094339622641,0.5031565656565656,0.6388888888888888,0.007338630386320424
2,technical_volume,svm_rbf,technical,5,169,241,0.4605809128630705,0.37037037037037035,0.6818181818181818,0.48,0.3333333333333333,0.48611111111111105,60,51,102,28,0.37037037037037035,0.6455696202531646,0.5075757575757576,0.5836575875486382,0.015540753181474149
2,technical_volume,knn,technical,5,169,241,0.4024896265560166,0.3541666666666667,0.7727272727272727,0.4857142857142857,0.1895424836601307,0.47107100415923947,68,29,124,20,0.3541666666666667,0.5918367346938775,0.4811348781937017,0.625,-0.04513651316748189
2,technical_volume,naive_bayes,technical,5,169,241,0.3817427385892116,0.3607305936073059,0.8977272727272727,0.5146579804560261,0.08496732026143791,0.5343137254901961,79,13,140,9,0.3607305936073059,0.5909090909090909,0.4913472964943553,0.691768826619965,-0.028929136569177304
3,sentiment_only,logistic_l1,sentiment,7,169,241,0.4066390041493776,0.3465909090909091,0.6853932584269663,0.46037735849056605,0.24342105263157895,0.4446333530455352,61,37,115,28,0.3465909090909091,0.5692307692307692,0.46440715552927264,0.5733082706766918,-0.07740989486239291
3,sentiment_only,logistic_l2,sentiment,7,169,241,0.4190871369294606,0.3559322033898305,0.7078651685393258,0.47368421052631576,0.25,0.434284447072738,63,38,114,26,0.3559322033898305,0.59375,0.4789325842696629,0.5909943714821764,-0.046044889832010376
3,sentiment_only,random_forest,sentiment,7,169,241,0.46473029045643155,0.37012987012987014,0.6404494382022472,0.4691358024691358,0.3618421052631579,0.506578947368421,57,55,97,32,0.37012987012987014,0.632183908045977,0.5011457717327026,0.5588235294117647,0.002302633982911617
3,sentiment_only,gradient_boosting,sentiment,7,169,241,0.5352697095435685,0.4122137404580153,0.6067415730337079,0.4909090909090909,0.4934210526315789,0.5252808988764045,54,75,77,35,0.4122137404580153,0.6818181818181818,0.5500813128326434,0.5544147843942505,0.09704887547796766
3,sentiment_only,xgboost,sentiment,7,169,241,0.4896265560165975,0.36507936507936506,0.5168539325842697,0.42790697674418604,0.47368421052631576,0.5020697811945594,46,72,80,43,0.36507936507936506,0.6260869565217392,0.49526907155529276,0.47717842323651455,-0.00914237391586368
3,sentiment_only,svm_rbf,sentiment,7,169,241,0.44813278008298757,0.3674698795180723,0.6853932584269663,0.47843137254901963,0.3092105263157895,0.4747191011235955,61,47,105,28,0.3674698795180723,0.6266666666666667,0.4973018923713779,0.5842911877394636,-0.005624985238919171
3,sentiment_only,knn,sentiment,7,169,241,0.4315352697095436,0.36046511627906974,0.6966292134831461,0.47509578544061304,0.27631578947368424,0.48935541099940866,62,42,110,27,0.36046511627906974,0.6086956521739131,0.48647250147841514,0.5871212121212122,-0.02888520933485123
3,sentiment_only,naive_bayes,sentiment,7,169,241,0.36099585062240663,0.3383084577114428,0.7640449438202247,0.4689655172413793,0.125,0.4124778237729154,68,19,133,21,0.3383084577114428,0.475,0.44452247191011235,0.6104129263913824,-0.14392487819315936
3,technical_only,logistic_l1,technical,49,169,241,0.46473029045643155,0.3591549295774648,0.5730337078651685,0.44155844155844154,0.40131578947368424,0.5228415138971023,51,61,91,38,0.3591549295774648,0.6161616161616161,0.48717474866942634,0.5120481927710844,-0.02516233314313302
3,technical_only,logistic_l2,technical,49,169,241,0.4896265560165975,0.37681159420289856,0.5842696629213483,0.4581497797356828,0.4342105263157895,0.5299379065641633,52,66,86,37,0.37681159420289856,0.6407766990291263,0.5092400946185689,0.5263157894736842,0.01802872672392833
3,technical_only,random_forest,technical,49,169,241,0.3817427385892116,0.3598130841121495,0.8651685393258427,0.5082508250825083,0.09868421052631579,0.5229893554109994,77,15,137,12,0.3598130841121495,0.5555555555555556,0.48192637492607926,0.6754385964912281,-0.05530995346484732
3,technical_only,gradient_boosting,technical,49,169,241,0.45643153526970953,0.3806818181818182,0.7528089887640449,0.5056603773584906,0.28289473684210525,0.5387344766410408,67,43,109,22,0.3806818181818182,0.6615384615384615,0.517851862803075,0.6296992481203008,0.038825523591418255
3,technical_only,xgboost,technical,49,169,241,0.4315352697095436,0.37755102040816324,0.8314606741573034,0.519298245614035,0.19736842105263158,0.5486398580721465,74,30,122,15,0.37755102040816324,0.6666666666666666,0.5144145476049675,0.6702898550724637,0.035703724044466034
3,technical_only,svm_rbf,technical,49,169,241,0.46887966804979253,0.36363636363636365,0.5842696629213483,0.4482758620689655,0.40131578947368424,0.4862507392075695,52,61,91,37,0.36363636363636365,0.6224489795918368,0.49279272619751624,0.5210420841683366,-0.014162396776107101
3,technical_only,knn,technical,49,169,241,0.44398340248962653,0.37142857142857144,0.7303370786516854,0.49242424242424243,0.27631578947368424,0.471836191602602,65,42,110,24,0.37142857142857144,0.6363636363636364,0.5033264340626848,0.6120527306967984,0.007200036864283117
3,technical_only,naive_bayes,technical,49,169,241,0.4315352697095436,0.38571428571428573,0.9101123595505618,0.5418060200668896,0.1513157894736842,0.5596540508574809,81,23,129,8,0.38571428571428573,0.7419354838709677,0.530714074512123,0.715547703180212,0.08855105346066537
3,hybrid,logistic_l1,hybrid,56,169,241,0.4896265560165975,0.37681159420289856,0.5842696629213483,0.4581497797356828,0.4342105263157895,0.5191454760496748,52,66,86,37,0.37681159420289856,0.6407766990291263,0.5092400946185689,0.5263157894736842,0.01802872672392833
3,hybrid,logistic_l2,hybrid,56,169,241,0.4896265560165975,0.37857142857142856,0.5955056179775281,0.462882096069869,0.4276315789473684,0.5141927853341218,53,65,87,36,0.37857142857142856,0.6435643564356436,0.5115685984624483,0.5342741935483871,0.022630952626785283
3,hybrid,random_forest,hybrid,56,169,241,0.3651452282157676,0.35585585585585583,0.8876404494382022,0.5080385852090032,0.05921052631578947,0.5182584269662921,79,9,143,10,0.35585585585585583,0.47368421052631576,0.47342548787699584,0.6833910034602076,-0.09518287211902633
3,hybrid,gradient_boosting,hybrid,56,169,241,0.43568464730290457,0.37433155080213903,0.7865168539325843,0.5072463768115942,0.23026315789473684,0.5329686575990538,70,35,117,19,0.37433155080213903,0.6481481481481481,0.5083900059136606,0.6445672191528545,0.01942188493067645
3,hybrid,xgboost,hybrid,56,169,241,0.44398340248962653,0.38095238095238093,0.8089887640449438,0.5179856115107914,0.23026315789473684,0.5547752808988764,72,35,117,17,0.38095238095238093,0.6730769230769231,0.5196259609698404,0.6605504587155964,0.04605164518465671
3,hybrid,svm_rbf,hybrid,56,169,241,0.47717842323651455,0.38064516129032255,0.6629213483146067,0.48360655737704916,0.3684210526315789,0.5252808988764046,59,56,96,30,0.38064516129032255,0.6511627906976745,0.5156712004730928,0.5772994129158513,0.03157431843262537
3,hybrid,knn,hybrid,56,169,241,0.46887966804979253,0.38181818181818183,0.7078651685393258,0.49606299212598426,0.32894736842105265,0.5341513897102306,63,50,102,26,0.38181818181818183,0.6578947368421053,0.5184062684801892,0.6046065259117083,0.03823523618321616
3,hybrid,naive_bayes,hybrid,56,169,241,0.4315352697095436,0.38571428571428573,0.9101123595505618,0.5418060200668896,0.1513157894736842,0.5596540508574809,81,23,129,8,0.38571428571428573,0.7419354838709677,0.530714074512123,0.715547703180212,0.08855105346066537
3,sentiment_core,logistic_l1,sentiment,4,169,241,0.4066390041493776,0.3430232558139535,0.6629213483146067,0.4521072796934866,0.2565789473684211,0.47627143701951513,59,39,113,30,0.3430232558139535,0.5652173913043478,0.4597501478415139,0.5587121212121212,-0.08594533597172947
3,sentiment_core,logistic_l2,sentiment,4,169,241,0.38589211618257263,0.34054054054054056,0.7078651685393258,0.45985401459854014,0.19736842105263158,0.46437019515079836,63,30,122,26,0.34054054054054056,0.5357142857142857,0.4526167947959787,0.5822550831792976,-0.10829074716313335
3,sentiment_core,random_forest,sentiment,4,169,241,0.44398340248962653,0.3584905660377358,0.6404494382022472,0.4596774193548387,0.32894736842105265,0.5253548196333531,57,50,102,32,0.3584905660377358,0.6097560975609756,0.48469840331164993,0.5533980582524272,-0.03117296094765536
3,sentiment_core,gradient_boosting,sentiment,4,169,241,0.45228215767634855,0.3630573248407643,0.6404494382022472,0.4634146341463415,0.34210526315789475,0.4936797752808989,57,52,100,32,0.3630573248407643,0.6190476190476191,0.49127735068007095,0.5555555555555556,-0.017668746363117258
3,sentiment_core,xgboost,sentiment,4,169,241,0.48132780082987553,0.375,0.6067415730337079,0.463519313304721,0.40789473684210525,0.5296791839148434,54,62,90,35,0.375,0.6391752577319587,0.5073181549379066,0.54,0.014403939208926997
3,sentiment_core,svm_rbf,sentiment,4,169,241,0.42323651452282157,0.3641304347826087,0.7528089887640449,0.4908424908424908,0.23026315789473684,0.4828134240094618,67,35,117,22,0.3641304347826087,0.6140350877192983,0.49153607332939087,0.6203703703703703,-0.019225265482428287
3,sentiment_core,knn,sentiment,4,169,241,0.44398340248962653,0.3668639053254438,0.6966292134831461,0.4806201550387597,0.29605263157894735,0.4705056179775281,62,45,107,27,0.3668639053254438,0.625,0.4963409225310467,0.5904761904761905,-0.007716294539341979
3,sentiment_core,naive_bayes,sentiment,4,169,241,0.36929460580912865,0.34782608695652173,0.8089887640449438,0.4864864864864865,0.1118421052631579,0.4276315789473684,72,17,135,17,0.34782608695652173,0.5,0.4604154346540508,0.6394316163410302,-0.10976099675948964
3,technical_trend,logistic_l1,technical,15,169,241,0.42323651452282157,0.38839285714285715,0.9775280898876404,0.5559105431309904,0.09868421052631579,0.584639266706091,87,15,137,2,0.38839285714285715,0.8823529411764706,0.538106150206978,0.75,0.14364595405833405
3,technical_trend,logistic_l2,technical,15,169,241,0.4149377593360996,0.38495575221238937,0.9775280898876404,0.5523809523809524,0.08552631578947369,0.6006061502069782,87,13,139,2,0.38495575221238937,0.8666666666666667,0.531527202838557,0.7474226804123711,0.12595992250496482
3,technical_trend,random_forest,technical,15,169,241,0.4315352697095436,0.3723404255319149,0.7865168539325843,0.5054151624548736,0.2236842105263158,0.5261309875813129,70,34,118,19,0.3723404255319149,0.6415094339622641,0.5051005322294501,0.6433823529411765,0.0118862655803591
3,technical_trend,gradient_boosting,technical,15,169,241,0.46887966804979253,0.3597122302158273,0.5617977528089888,0.43859649122807015,0.4144736842105263,0.48536369012418684,50,63,89,39,0.3597122302158273,0.6176470588235294,0.48813571850975757,0.5050505050505051,-0.02317825567105037
3,technical_trend,xgboost,technical,15,169,241,0.4979253112033195,0.3933333333333333,0.6629213483146067,0.49372384937238495,0.40131578947368424,0.4962670017740981,59,61,91,30,0.3933333333333333,0.6703296703296703,0.5321185688941454,0.5830039525691699,0.06394942641116366
3,technical_trend,svm_rbf,technical,15,169,241,0.4149377593360996,0.358695652173913,0.7415730337078652,0.4835164835164835,0.2236842105263158,0.5033264340626847,66,34,118,23,0.358695652173913,0.5964912280701754,0.4826286221170905,0.6111111111111112,-0.03945796845738556
3,technical_trend,knn,technical,15,169,241,0.4107883817427386,0.3551912568306011,0.7303370786516854,0.47794117647058826,0.2236842105263158,0.47479302188054406,65,34,118,24,0.3551912568306011,0.5862068965517241,0.4770106445890006,0.6029684601113172,-0.051907970093899816
3,technical_trend,naive_bayes,technical,15,169,241,0.6514522821576764,0.5925925925925926,0.1797752808988764,0.27586206896551724,0.9276315789473685,0.5845283855706682,16,141,11,73,0.5925925925925926,0.6588785046728972,0.5537034299231225,0.20887728459530025,0.16434634434442363
3,technical_momentum,logistic_l1,technical,11,169,241,0.44813278008298757,0.35526315789473684,0.6067415730337079,0.44813278008298757,0.35526315789473684,0.4671052631578947,54,54,98,35,0.35526315789473684,0.6067415730337079,0.48100236546422237,0.531496062992126,-0.037995269071555295
3,technical_momentum,logistic_l2,technical,11,169,241,0.44813278008298757,0.35526315789473684,0.6067415730337079,0.44813278008298757,0.35526315789473684,0.46799231224127735,54,54,98,35,0.35526315789473684,0.6067415730337079,0.48100236546422237,0.531496062992126,-0.037995269071555295
3,technical_momentum,random_forest,technical,11,169,241,0.4024896265560166,0.36318407960199006,0.8202247191011236,0.503448275862069,0.15789473684210525,0.47009905381431105,73,24,128,16,0.36318407960199006,0.6,0.48905972797161446,0.6552962298025135,-0.02838225446047646
3,technical_momentum,gradient_boosting,technical,11,169,241,0.4190871369294606,0.36649214659685864,0.7865168539325843,0.5,0.20394736842105263,0.48554849201655825,70,31,121,19,0.36649214659685864,0.62,0.4952321111768185,0.6398537477148081,-0.011349356216632956
3,technical_momentum,xgboost,technical,11,169,241,0.4024896265560166,0.3684210526315789,0.8651685393258427,0.5167785234899329,0.13157894736842105,0.5034003548196334,77,20,132,12,0.3684210526315789,0.625,0.49837374334713186,0.6814159292035398,-0.004625809534938503
3,technical_momentum,svm_rbf,technical,11,169,241,0.46887966804979253,0.3333333333333333,0.43820224719101125,0.3786407766990291,0.4868421052631579,0.4611176818450621,39,74,78,50,0.3333333333333333,0.5967741935483871,0.4625221762270846,0.41226215644820297,-0.07237980091959512
3,technical_momentum,knn,technical,11,169,241,0.44813278008298757,0.3135593220338983,0.4157303370786517,0.357487922705314,0.46710526315789475,0.45306031933767,37,71,81,52,0.3135593220338983,0.5772357723577236,0.44141780011827325,0.39029535864978904,-0.11311466402208967
3,technical_momentum,naive_bayes,technical,11,169,241,0.4315352697095436,0.34810126582278483,0.6179775280898876,0.44534412955465585,0.3223684210526316,0.48233293908929625,55,49,103,34,0.34810126582278483,0.5903614457831325,0.4701729745712596,0.5350194552529183,-0.06058835310100505
3,technical_volume,logistic_l1,technical,5,169,241,0.4730290456431535,0.39893617021276595,0.8426966292134831,0.5415162454873647,0.2565789473684211,0.540508574807806,75,39,113,14,0.39893617021276595,0.7358490566037735,0.5496377882909521,0.6893382352941176,0.1156757585103063
3,technical_volume,logistic_l2,technical,5,169,241,0.46473029045643155,0.39473684210526316,0.8426966292134831,0.5376344086021505,0.24342105263157895,0.5344470727380248,75,37,115,14,0.39473684210526316,0.7254901960784313,0.543058840922531,0.6868131868131868,0.10175300400222854
3,technical_volume,random_forest,technical,5,169,241,0.42323651452282157,0.3670212765957447,0.7752808988764045,0.4981949458483754,0.21710526315789475,0.5233589591957422,69,33,119,20,0.3670212765957447,0.6226415094339622,0.49619308101714965,0.6341911764705882,-0.008871633005630342
3,technical_volume,gradient_boosting,technical,5,169,241,0.4024896265560166,0.34972677595628415,0.7191011235955056,0.47058823529411764,0.21710526315789475,0.45394736842105265,64,33,119,25,0.34972677595628415,0.5689655172413793,0.46810319337670014,0.5936920222634509,-0.07202022217208286
3,technical_volume,xgboost,technical,5,169,241,0.4315352697095436,0.36666666666666664,0.7415730337078652,0.49070631970260226,0.25,0.4865464222353637,66,38,114,23,0.36666666666666664,0.6229508196721312,0.4957865168539326,0.6156716417910447,-0.009353774246291184
3,technical_volume,svm_rbf,technical,5,169,241,0.5228215767634855,0.41216216216216217,0.6853932584269663,0.5147679324894515,0.4276315789473684,0.5248373743347132,61,65,87,28,0.41216216216216217,0.6989247311827957,0.5565124186871674,0.6051587301587301,0.11205167582296092
3,technical_volume,knn,technical,5,169,241,0.4896265560165975,0.3835616438356164,0.6292134831460674,0.4765957446808511,0.40789473684210525,0.5175931401537551,56,62,90,33,0.3835616438356164,0.6526315789473685,0.5185541099940864,0.5577689243027888,0.036647865873907934
3,technical_volume,naive_bayes,technical,5,169,241,0.42738589211618255,0.38388625592417064,0.9101123595505618,0.54,0.14473684210526316,0.5541099940863395,81,22,130,8,0.38388625592417064,0.7333333333333333,0.5274246008279124,0.7142857142857143,0.08018354500268624
